1.01	2.96	3.96	1.98	0.20	-1.12	-9.31	37	28673	-1.89	0.20	0.16
1.00	2.97	3.96	1.98	0.18	-1.13	-9.36	50	28723	-1.72	0.07	0.04
1.00	2.97	3.96	1.98	0.19	-1.13	-9.32	48	28771	-1.72	0.07	0.04
1.01	2.97	3.97	1.98	0.20	-1.13	-9.32	48	28819	-1.72	0.07	0.05
1.01	2.97	3.96	1.98	0.19	-1.12	-9.32	49	28868	-1.72	0.07	0.05
1.01	2.97	3.96	1.98	0.18	-1.12	-9.34	48	28916	-1.72	0.07	0.05
1.01	2.97	3.96	1.98	0.19	-1.13	-9.35	49	28965	-1.72	0.07	0.04
1.00	2.97	3.96	1.98	0.20	-1.11	-9.34	48	29013	-1.72	0.07	0.04
1.00	2.97	3.96	1.98	0.19	-1.12	-9.32	48	29061	-1.71	0.07	0.05
1.01	2.97	3.96	1.98	0.19	-1.12	-9.35	49	29110	-1.71	0.07	0.05
1.00	2.97	3.96	1.98	0.19	-1.11	-9.35	48	29158	-1.71	0.07	0.05
1.01	2.97	3.97	1.98	0.19	-1.12	-9.36	50	29208	-1.71	0.07	0.04
1.00	2.97	3.96	1.98	0.19	-1.13	-9.34	48	29256	-1.71	0.07	0.04
1.01	2.97	3.96	1.98	0.20	-1.12	-9.32	50	29306	-1.71	0.07	0.04
1.01	2.97	3.96	1.98	0.19	-1.12	-9.34	48	29354	-1.71	0.07	0.04
1.00	2.97	3.96	1.98	0.20	-1.13	-9.32	49	29403	-1.71	0.07	0.04
1.00	2.97	3.96	1.98	0.18	-1.13	-9.34	49	29452	-1.71	0.07	0.04
1.00	2.97	3.96	1.98	0.20	-1.13	-9.33	48	29500	-1.70	0.07	0.04
1.01	2.96	3.97	1.98	0.20	-1.12	-9.34	49	29549	-1.70	0.07	0.04
1.00	2.97	3.96	1.98	0.18	-1.12	-9.36	50	29599	-1.70	0.07	0.04
1.01	2.97	3.97	1.98	0.19	-1.12	-9.32	49	29648	-1.70	0.07	0.04
1.01	2.97	3.96	1.98	0.19	-1.12	-9.34	48	29696	-1.70	0.07	0.04
1.01	2.97	3.96	1.98	0.20	-1.12	-9.33	48	29744	-1.70	0.08	0.04
1.01	2.97	3.96	1.98	0.20	-1.12	-9.33	49	29793	-1.70	0.08	0.04
1.01	2.97	3.96	1.98	0.21	-1.12	-9.35	48	29841	-1.69	0.08	0.04
1.01	2.97	3.96	1.98	0.18	-1.12	-9.35	49	29890	-1.69	0.08	0.04
1.01	2.97	3.96	1.98	0.19	-1.12	-9.33	48	29938	-1.69	0.08	0.04
1.01	2.97	3.96	1.98	0.20	-1.12	-9.34	50	29988	-1.69	0.08	0.04
1.01	2.97	3.97	1.98	0.19	-1.12	-9.33	49	30037	-1.69	0.08	0.04
1.01	2.97	3.97	1.98	0.20	-1.11	-9.34	48	30085	-1.69	0.08	0.04
1.01	2.97	3.96	1.98	0.19	-1.12	-9.33	49	30134	-1.69	0.08	0.04
1.01	2.97	3.96	1.98	0.19	-1.11	-9.33	48	30182	-1.69	0.08	0.04
1.00	2.97	3.96	1.98	0.19	-1.12	-9.34	49	30231	-1.69	0.08	0.04
1.01	2.97	3.97	1.98	0.18	-1.12	-9.31	48	30279	-1.69	0.08	0.04
1.00	2.97	3.96	1.98	0.19	-1.13	-9.37	50	30329	-1.69	0.07	0.04
1.00	2.97	3.96	1.98	0.19	-1.12	-9.35	49	30378	-1.69	0.08	0.04
1.01	2.97	3.97	1.98	0.18	-1.10	-9.34	49	30427	-1.69	0.08	0.04
1.01	2.97	3.97	1.98	0.19	-1.12	-9.35	49	30476	-1.69	0.08	0.04
1.01	2.97	3.96	1.98	0.18	-1.12	-9.31	49	30525	-1.69	0.08	0.04
1.01	2.97	3.96	1.98	0.19	-1.12	-9.33	49	30574	-1.69	0.08	0.04
1.01	2.97	3.96	1.98	0.19	-1.12	-9.34	48	30622	-1.68	0.08	0.04
1.01	2.97	3.96	1.98	0.19	-1.13	-9.30	49	30671	-1.69	0.08	0.04
1.01	2.97	3.97	1.98	0.20	-1.11	-9.34	49	30720	-1.68	0.08	0.04
1.00	2.97	3.96	1.98	0.19	-1.13	-9.34	50	30770	-1.68	0.08	0.04
1.01	2.97	3.96	1.98	0.18	-1.12	-9.35	48	30818	-1.68	0.08	0.04
1.01	2.97	3.97	1.98	0.18	-1.11	-9.34	49	30867	-1.68	0.08	0.04
1.01	2.97	3.96	1.98	0.20	-1.11	-9.32	48	30915	-1.68	0.08	0.04
1.01	2.97	3.96	1.98	0.19	-1.12	-9.34	48	30963	-1.68	0.08	0.04
1.01	2.97	3.96	1.98	0.19	-1.12	-9.33	49	31012	-1.68	0.08	0.04
1.01	2.97	3.96	1.98	0.19	-1.13	-9.35	48	31060	-1.68	0.08	0.04
1.01	2.97	3.97	1.98	0.20	-1.12	-9.33	49	31109	-1.68	0.07	0.03
1.00	2.97	3.96	1.98	0.19	-1.12	-9.33	48	31157	-1.68	0.07	0.04
1.01	2.97	3.97	1.98	0.19	-1.13	-9.34	49	31206	-1.68	0.07	0.04
1.00	2.96	3.96	1.98	0.19	-1.12	-9.34	48	31254	-1.67	0.07	0.04
1.01	2.97	3.96	1.98	0.19	-1.11	-9.34	48	31302	-1.67	0.07	0.04
1.01	2.97	3.96	1.98	0.19	-1.11	-9.31	49	31351	-1.67	0.07	0.04
1.01	2.96	3.96	1.98	0.21	-1.12	-9.31	49	31400	-1.67	0.06	0.04
1.01	2.96	3.96	1.98	0.20	-1.11	-9.35	50	31450	-1.67	0.06	0.04
1.00	2.97	3.96	1.98	0.19	-1.13	-9.35	48	31498	-1.67	0.06	0.04
1.01	2.97	3.97	1.98	0.18	-1.13	-9.35	49	31547	-1.67	0.06	0.04
1.01	2.97	3.96	1.98	0.18	-1.12	-9.34	48	31595	-1.67	0.06	0.04
1.00	2.97	3.96	1.98	0.19	-1.12	-9.33	49	31644	-1.67	0.05	0.04
1.01	2.97	3.97	1.98	0.18	-1.12	-9.33	49	31693	-1.67	0.06	0.03
1.01	2.97	3.96	1.98	0.19	-1.12	-9.34	48	31741	-1.67	0.06	0.03
1.01	2.97	3.96	1.98	0.19	-1.13	-9.33	48	31789	-1.67	0.06	0.04
1.01	2.97	3.96	1.98	0.18	-1.11	-9.34	49	31838	-1.67	0.06	0.03
1.01	2.97	3.96	1.98	0.21	-1.12	-9.32	48	31886	-1.66	0.05	0.03
1.01	2.97	3.96	1.98	0.19	-1.13	-9.33	49	31935	-1.66	0.05	0.03
1.01	2.97	3.96	1.98	0.20	-1.12	-9.32	48	31983	-1.66	0.06	0.03
1.01	2.97	3.96	1.98	0.19	-1.13	-9.35	49	32032	-1.66	0.06	0.03
1.01	2.97	3.96	1.98	0.19	-1.12	-9.35	50	32082	-1.66	0.06	0.03
1.01	2.96	3.96	1.98	0.20	-1.12	-9.34	48	32130	-1.67	0.06	0.03
1.01	2.97	3.97	1.98	0.18	-1.10	-9.31	49	32179	-1.67	0.06	0.03
1.01	2.97	3.96	1.98	0.20	-1.12	-9.35	48	32227	-1.67	0.06	0.03
1.01	2.97	3.96	1.98	0.19	-1.13	-9.33	49	32276	-1.67	0.05	0.03
1.00	2.97	3.97	1.98	0.19	-1.13	-9.34	49	32325	-1.67	0.05	0.03
1.01	2.97	3.97	1.98	0.19	-1.11	-9.34	48	32373	-1.67	0.05	0.03
1.01	2.97	3.96	1.98	0.18	-1.11	-9.34	49	32422	-1.67	0.05	0.03
1.01	2.97	3.97	1.98	0.20	-1.13	-9.33	48	32470	-1.66	0.06	0.03
1.01	2.97	3.96	1.98	0.20	-1.12	-9.32	51	32521	-1.67	0.05	0.03
1.00	2.97	3.96	1.98	0.20	-1.13	-9.35	48	32569	-1.67	0.06	0.03
1.01	2.97	3.96	1.98	0.18	-1.13	-9.34	49	32618	-1.66	0.06	0.03
1.01	2.97	3.96	1.98	0.19	-1.13	-9.34	48	32666	-1.66	0.06	0.03
1.01	2.97	3.96	1.98	0.18	-1.11	-9.32	49	32715	-1.66	0.06	0.04
1.01	2.97	3.96	1.98	0.19	-1.12	-9.35	48	32763	-1.66	0.06	0.03
1.00	2.97	3.97	1.98	0.19	-1.12	-9.34	49	32812	-1.66	0.06	0.03
1.01	2.97	3.96	1.98	0.19	-1.11	-9.32	48	32860	-1.66	0.06	0.04
1.01	2.97	3.96	1.98	0.19	-1.13	-9.31	49	32909	-1.66	0.06	0.04
1.01	2.97	3.96	1.98	0.19	-1.12	-9.32	51	32960	-1.66	0.06	0.03
1.01	2.96	3.97	1.98	0.20	-1.12	-9.33	48	33008	-1.66	0.06	0.03
1.01	2.97	3.97	1.98	0.20	-1.11	-9.35	49	33057	-1.66	0.06	0.03
1.01	2.97	3.97	1.98	0.18	-1.12	-9.34	49	33106	-1.66	0.06	0.03
1.01	2.97	3.97	1.98	0.20	-1.12	-9.33	48	33154	-1.66	0.05	0.03
1.00	2.97	3.96	1.98	0.18	-1.12	-9.36	49	33203	-1.66	0.05	0.03
1.01	2.96	3.96	1.98	0.18	-1.12	-9.32	49	33252	-1.66	0.05	0.03
1.01	2.97	3.96	1.98	0.19	-1.12	-9.35	50	33302	-1.66	0.06	0.03
1.00	2.96	3.96	1.98	0.20	-1.12	-9.35	48	33350	-1.66	0.05	0.03
1.01	2.97	3.96	1.98	0.19	-1.12	-9.34	49	33399	-1.66	0.05	0.03
1.01	2.97	3.96	1.98	0.20	-1.13	-9.34	48	33447	-1.66	0.05	0.02
1.01	2.97	3.96	1.98	0.18	-1.13	-9.35	49	33496	-1.66	0.05	0.02
1.01	2.97	3.96	1.98	0.20	-1.11	-9.35	48	33544	-1.66	0.05	0.03
1.00	2.97	3.96	1.98	0.18	-1.12	-9.35	49	33593	-1.66	0.05	0.03
1.01	2.97	3.96	1.98	0.19	-1.12	-9.35	49	33642	-1.66	0.05	0.03
1.01	2.96	3.97	1.98	0.20	-1.12	-9.36	49	33691	-1.66	0.05	0.03
1.01	2.97	3.96	1.98	0.19	-1.13	-9.35	49	33740	-1.66	0.05	0.03
1.01	2.97	3.96	1.98	0.19	-1.11	-9.33	49	33789	-1.66	0.05	0.03
1.01	2.97	3.96	1.98	0.20	-1.10	-9.34	50	33839	-1.66	0.05	0.03
1.01	2.97	3.96	1.98	0.19	-1.11	-9.34	49	33888	-1.66	0.05	0.03
1.01	2.96	3.96	1.98	0.19	-1.12	-9.34	48	33936	-1.66	0.05	0.03
1.01	2.97	3.96	1.98	0.20	-1.11	-9.34	49	33985	-1.66	0.05	0.03
1.01	2.97	3.96	1.98	0.20	-1.12	-9.33	50	34035	-1.66	0.05	0.03
1.00	2.96	3.96	1.98	0.19	-1.13	-9.35	48	34083	-1.66	0.06	0.03
1.01	2.97	3.96	1.98	0.19	-1.13	-9.34	49	34132	-1.66	0.05	0.03
1.01	2.96	3.97	1.98	0.21	-1.12	-9.34	48	34180	-1.66	0.05	0.02
1.01	2.97	3.97	1.98	0.18	-1.12	-9.31	51	34231	-1.66	0.05	0.02
1.01	2.97	3.97	1.98	0.18	-1.11	-9.31	49	34280	-1.66	0.05	0.03
1.01	2.97	3.96	1.98	0.19	-1.12	-9.32	48	34328	-1.66	0.05	0.03
1.01	2.97	3.96	1.98	0.20	-1.12	-9.34	50	34378	-1.66	0.05	0.03
1.01	2.97	3.96	1.98	0.19	-1.13	-9.35	49	34427	-1.66	0.05	0.02
1.01	2.97	3.96	1.98	0.19	-1.12	-9.35	49	34476	-1.66	0.05	0.02
1.01	2.97	3.96	1.98	0.18	-1.11	-9.32	49	34525	-1.66	0.05	0.02
1.01	2.97	3.96	1.98	0.20	-1.13	-9.33	50	34575	-1.66	0.05	0.02
1.03	2.97	3.96	1.98	0.19	-1.13	-9.33	48	34623	-1.66	0.05	0.02
1.04	2.97	3.96	1.98	0.19	-1.12	-9.32	49	34672	-1.66	0.05	0.03
1.06	2.97	3.96	1.98	0.17	-1.12	-9.34	49	34721	-1.65	0.06	0.03
1.07	2.97	3.96	1.98	0.20	-1.11	-9.33	48	34769	-1.65	0.06	0.03
1.08	2.97	3.97	1.98	0.20	-1.11	-9.34	49	34818	-1.65	0.06	0.03
1.09	2.97	3.96	1.98	0.20	-1.12	-9.32	49	34867	-1.65	0.06	0.03
1.10	2.97	3.96	1.98	0.21	-1.12	-9.34	48	34915	-1.65	0.06	0.03
1.12	2.97	3.96	1.98	0.19	-1.11	-9.34	49	34964	-1.65	0.06	0.03
1.13	2.97	3.96	1.98	0.20	-1.12	-9.34	48	35012	-1.65	0.06	0.03
1.15	2.97	3.96	1.98	0.21	-1.12	-9.34	49	35061	-1.65	0.05	0.03
1.16	2.97	3.97	1.98	0.19	-1.12	-9.36	48	35109	-1.65	0.05	0.03
1.17	2.97	3.97	1.98	0.20	-1.12	-9.33	48	35157	-1.65	0.05	0.03
1.17	2.97	3.96	1.98	0.19	-1.12	-9.34	49	35206	-1.65	0.05	0.03
1.18	2.97	3.96	1.98	0.19	-1.12	-9.32	49	35255	-1.65	0.05	0.03
1.19	2.97	3.97	1.98	0.19	-1.12	-9.35	48	35303	-1.65	0.06	0.02
1.19	2.97	3.97	1.98	0.20	-1.13	-9.33	48	35351	-1.65	0.06	0.03
1.19	2.96	3.96	1.98	0.19	-1.12	-9.32	49	35400	-1.65	0.06	0.03
1.19	2.96	3.96	1.98	0.18	-1.13	-9.33	48	35448	-1.64	0.06	0.03
1.20	2.97	3.96	1.98	0.18	-1.12	-9.35	49	35497	-1.64	0.05	0.03
1.20	2.97	3.96	1.98	0.19	-1.12	-9.36	48	35545	-1.64	0.06	0.03
1.20	2.97	3.96	1.98	0.19	-1.10	-9.34	49	35594	-1.64	0.06	0.02
1.20	2.97	3.96	1.98	0.19	-1.11	-9.35	48	35642	-1.64	0.06	0.02
1.20	2.97	3.96	1.98	0.18	-1.12	-9.34	49	35691	-1.64	0.06	0.02
1.18	2.96	3.96	1.98	0.19	-1.12	-9.33	48	35739	-1.64	0.06	0.02
1.09	2.97	3.97	1.98	0.19	-1.11	-9.36	49	35788	-1.64	0.06	0.02
